state,year,cigsale,lnincome,age15to24,retprice,beer
2,1970,100.300003051758,,0.169006764888763,36.7000007629395,
2,1971,104.099998474121,,0.169953852891922,38.7999992370605,
2,1972,103.900001525879,9.46451377868652,0.170900955796242,44.0999984741211,
2,1973,108,9.55683040618896,0.1718480437994,45.0999984741211,
2,1974,109.699996948242,9.54228591918945,0.172795131802559,45.5,
2,1975,114.800003051758,9.51409435272217,0.173742234706879,48.5999984741211,
2,1976,119.099998474121,9.55815315246582,0.174689322710037,50.9000015258789,
2,1977,122.599998474121,9.59092330932617,0.175636410713196,52.5999984741211,
2,1978,127.300003051758,9.6572380065918,0.176583498716354,56.5,
2,1979,126.5,9.6335334777832,0.177530601620674,58.4000015258789,
2,1980,131.800003051758,9.57380294799805,0.178477689623833,61.5,
2,1981,128.699996948242,9.59304141998291,0.175011113286018,64.6999969482422,
2,1982,127.400001525879,9.57369995117188,0.171544536948204,72.0999984741211,
2,1983,128,9.59305286407471,0.168077945709229,82,
2,1984,123.099998474121,9.65044021606445,0.164611369371414,93.5999984741211,17.8999996185303
2,1985,125.800003051758,9.67552661895752,0.1611447930336,98.5,18.1000003814697
2,1986,126,9.70593929290771,0.157678216695786,103.599998474121,18.7000007629395
2,1987,122.300003051758,9.70557403564453,0.154211640357971,113,19
2,1988,121.5,9.72153186798096,0.150745049118996,119.900001525879,18.8999996185303
2,1989,118.300003051758,9.73737049102783,0.147278472781181,127.699996948242,19
2,1990,113.099998474121,9.7363109588623,0.143811896443367,141.199996948242,19.8999996185303
2,1991,116.800003051758,9.74306774139404,,146.5,19.8999996185303
2,1992,126,9.78862857818604,,177.300003051758,20
2,1993,113.800003051758,9.78514194488525,,179.899993896484,19.7000007629395
2,1994,108.800003051758,9.81363105773926,,168.100006103516,19.7000007629395
2,1995,113,9.86445999145508,,167.300003051758,19.5
2,1996,110.699996948242,9.88523387908936,,167.100006103516,20.1000003814697
2,1997,108.699996948242,9.88310718536377,,181.300003051758,19.7999992370605
2,1998,109.5,,,187.300003051758,
2,1999,104.800003051758,,,206.899993896484,
2,2000,99.4000015258789,,,279.299987792969,
3,1970,123,,0.178158327937126,38.7999992370605,
3,1971,121,,0.179296359419823,39.7000007629395,
3,1972,123.5,9.93081378936768,0.180434390902519,39.9000015258789,
3,1973,124.400001525879,9.95509243011475,0.181572407484055,39.9000015258789,
3,1974,126.699996948242,9.94799900054932,0.182710438966751,41.9000015258789,
3,1975,127.099998474121,9.93716716766357,0.183848470449448,45,
3,1976,128,9.97685813903809,0.184986501932144,48.2999992370605,
3,1977,126.400001525879,10.0026998519897,0.186124533414841,49,
3,1978,126.099998474121,10.0455646514893,0.187262549996376,58.7000007629395,
3,1979,121.900001525879,10.0546875,0.188400581479073,60.0999984741211,
3,1980,120.199996948242,10.0378408432007,0.189538612961769,62.0999984741211,
3,1981,118.599998474121,10.0286264419556,0.185537055134773,66.4000015258789,
3,1982,115.400001525879,10.0125303268433,0.181535497307777,72.8000030517578,
3,1983,110.800003051758,10.0317373275757,0.177533939480782,84.9000015258789,
3,1984,104.800003051758,10.0753593444824,0.173532381653786,94.9000015258789,25
3,1985,102.800003051758,10.099702835083,0.16953082382679,98,24
3,1986,99.6999969482422,10.1272668838501,0.165529265999794,104.400001525879,24.7000007629395
3,1987,97.5,10.1343011856079,0.161527708172798,103.900001525879,24.1000003814697
3,1988,90.0999984741211,10.1416625976562,0.157526150345802,117.400001525879,23.6000003814697
3,1989,82.4000015258789,10.14231300354,0.153524592518806,126.400001525879,23.7000007629395
3,1990,77.8000030517578,10.141622543335,0.149523034691811,163.800003051758,23.7999992370605
3,1991,68.6999969482422,10.1107139587402,,186.800003051758,22.2999992370605
3,1992,67.5,10.1149387359619,,201.899993896484,21.2999992370605
3,1993,63.4000015258789,10.0984973907471,,205.100006103516,20.7999992370605
3,1994,58.5999984741211,10.0995082855225,,190.300003051758,20.1000003814697
3,1995,56.4000015258789,10.1559162139893,,195.100006103516,19.7000007629395
3,1996,54.5,10.1786365509033,,197.899993896484,19.1000003814697
3,1997,53.7999992370605,10.1751899719238,,200.300003051758,19.5
3,1998,52.2999992370605,,,207.800003051758,
3,1999,47.2000007629395,,,224.899993896484,
3,2000,41.5999984741211,,,351.200012207031,
4,1970,124.800003051758,,0.190950229763985,29.3999996185303,
4,1971,125.5,,0.191647589206696,31.1000003814697,
4,1972,134.300003051758,9.8055477142334,0.192344963550568,31.2000007629395,
4,1973,137.899993896484,9.84841346740723,0.193042322993279,32.7000007629395,
4,1974,132.800003051758,9.84045124053955,0.193739682435989,38.0999984741211,
4,1975,131,9.82846069335938,0.194437056779861,41.7000007629395,
4,1976,134.199996948242,9.85891342163086,0.195134416222572,44.7999992370605,
4,1977,132,9.88844680786133,0.195831775665283,44.7000007629395,
4,1978,129.199996948242,9.93375110626221,0.196529135107994,57.4000015258789,
4,1979,131.5,9.94221973419189,0.197226509451866,52.7999992370605,
4,1980,131,9.94361209869385,0.197923868894577,54.5999984741211,
4,1981,133.800003051758,9.95727348327637,0.191868707537651,58.0999984741211,
4,1982,130.5,9.96261692047119,0.185813561081886,61.4000015258789,
4,1983,125.300003051758,9.97803688049316,0.17975839972496,73.3000030517578,
4,1984,119.699996948242,10.0020456314087,0.173703253269196,83.4000015258789,25.7000007629395
4,1985,112.400001525879,10.0007791519165,0.16764809191227,93.0999984741211,25.2000007629395
4,1986,109.900001525879,10.0015926361084,0.161592930555344,95.0999984741211,25.5
4,1987,102.400001525879,9.99442672729492,0.155537784099579,108.599998474121,24.7999992370605
4,1988,94.5999984741211,10.0188312530518,0.149482622742653,116,24.2000007629395
4,1989,88.8000030517578,10.0430631637573,0.143427476286888,130.800003051758,23.8999996185303
4,1990,87.4000015258789,10.0462512969971,0.137372314929962,149.300003051758,24.2000007629395
4,1991,90.1999969482422,10.0547609329224,,152.600006103516,23.5
4,1992,88.3000030517578,10.0663394927979,,157.5,23.7000007629395
4,1993,88.5999984741211,10.0796689987183,,168.199996948242,23.5
4,1994,89.0999984741211,10.0974636077881,,153.199996948242,23.1000003814697
4,1995,85.4000015258789,10.1663503646851,,164.199996948242,24.3999996185303
4,1996,83.0999984741211,10.1914367675781,,169.600006103516,24.7999992370605
4,1997,81.3000030517578,10.203896522522,,174.399993896484,24
4,1998,81.1999969482422,,,185.800003051758,
4,1999,79.5999984741211,,,204.199996948242,
4,2000,73,,,281.299987792969,
5,1970,120,,0.162928760051727,42.2000007629395,
5,1971,117.599998474121,,0.164653897285461,45.5,
5,1972,110.800003051758,9.9811372756958,0.166379049420357,51.2999992370605,
5,1973,109.300003051758,10.0129890441895,0.168104186654091,50.5999984741211,
5,1974,112.400001525879,9.98853492736816,0.169829323887825,52.5,
5,1975,110.199996948242,9.96074867248535,0.17155447602272,54.5,
5,1976,113.400001525879,9.99322700500488,0.173279613256454,57.5999984741211,
5,1977,117.300003051758,10.0280685424805,0.175004750490189,58.4000015258789,
5,1978,117.5,10.0632028579712,0.176729887723923,61.7000007629395,
5,1979,117.400001525879,10.0755081176758,0.178455039858818,64.4000015258789,
5,1980,118,10.0747632980347,0.180180177092552,67,
5,1981,116.400001525879,10.079571723938,0.176050052046776,80.0999984741211,
5,1982,114.699996948242,10.090163230896,0.171919927000999,85.5999984741211,
5,1983,114.099998474121,10.1200704574585,0.167789816856384,95.5999984741211,
5,1984,112.5,10.1815967559814,0.163659691810608,113.5,20.2999992370605
5,1985,111,10.2129173278809,0.159529566764832,118.599998474121,20.7999992370605
5,1986,108.5,10.268609046936,0.155399441719055,118.5,20.6000003814697
5,1987,109,10.3092288970947,0.151269316673279,122.699996948242,21.1000003814697
5,1988,104.800003051758,10.3553953170776,0.147139206528664,129.699996948242,20.7000007629395
5,1989,100.599998474121,10.3665237426758,0.143009081482887,142,19.7999992370605
5,1990,91.5,10.3493022918701,0.138878956437111,171.199996948242,19.7999992370605
5,1991,86.6999969482422,10.3241367340088,,175.600006103516,18.7000007629395
5,1992,83.5,10.3438425064087,,193.5,18.2999992370605
5,1993,79.0999984741211,10.3435440063477,,202.300003051758,17.8999996185303
5,1994,76.5999984741211,10.3612985610962,,205.600006103516,17.8999996185303
5,1995,79.3000030517578,10.4510021209717,,205.399993896484,17.6000003814697
5,1996,76,10.474494934082,,206.300003051758,17.2000007629395
5,1997,75.9000015258789,10.4866170883179,,208.5,17.5
5,1998,75.5,,,217.899993896484,
5,1999,73.4000015258789,,,236.5,
5,2000,71.4000015258789,,,312.299987792969,
6,1970,155,,0.173357665538788,39,
6,1971,161.100006103516,,0.175887212157249,41.2999992370605,
6,1972,156.300003051758,9.90993022918701,0.178416773676872,44.7000007629395,
6,1973,154.699996948242,9.94817733764648,0.180946320295334,44,
6,1974,151.300003051758,9.91825771331787,0.183475881814957,44.2000007629395,
6,1975,147.600006103516,9.88753128051758,0.186005428433418,45.9000015258789,
6,1976,153,9.92068481445312,0.18853497505188,50.0999984741211,
6,1977,153.300003051758,9.93377876281738,0.191064536571503,51.7000007629395,
6,1978,155.5,9.94412708282471,0.193594083189964,58.7000007629395,
6,1979,150.199996948242,9.92610359191895,0.196123644709587,60,
6,1980,150.5,9.91374397277832,0.198653191328049,62.7000007629395,
6,1981,152.600006103516,9.90139293670654,0.193546012043953,66,
6,1982,154.100006103516,9.90433692932129,0.188438847661018,74.0999984741211,
6,1983,149.600006103516,9.9345760345459,0.183331668376923,82,
6,1984,144,9.96228218078613,0.178224503993988,91.0999984741211,26.6000003814697
6,1985,144.5,9.99633407592773,0.173117324709892,98.6999969482422,26.2000007629395
6,1986,142.399993896484,10.0320920944214,0.168010145425797,105.199996948242,26
6,1987,141,10.0485706329346,0.162902981042862,111.400001525879,25.8999996185303
6,1988,137.100006103516,10.0777215957642,0.157795801758766,119.300003051758,25.7000007629395
6,1989,131.699996948242,10.1036052703857,0.152688637375832,124,24.8999996185303
6,1990,127.199996948242,10.0948038101196,0.147581458091736,140,25.7999992370605
6,1991,118.800003051758,10.0830640792847,,143.199996948242,24.8999996185303
6,1992,120,10.0914640426636,,174.699996948242,25.2000007629395
6,1993,123.800003051758,10.0920829772949,,187.899993896484,26.2000007629395
6,1994,126.099998474121,10.1312465667725,,152.5,25.8999996185303
6,1995,127.199996948242,10.2296533584595,,160.699996948242,24.6000003814697
6,1996,128.300003051758,10.2623929977417,,169.100006103516,24.6000003814697
6,1997,124.099998474121,10.2616777420044,,171.899993896484,24.8999996185303
6,1998,132.800003051758,,,179.199996948242,
6,1999,139.5,,,198.300003051758,
6,2000,140.699996948242,,,276.200012207031,
7,1970,109.900001525879,,0.187445506453514,34.2999992370605,
7,1971,115.699996948242,,0.187866255640984,35.7999992370605,
7,1972,117,9.63889026641846,0.188286989927292,40.9000015258789,
7,1973,119.800003051758,9.68486499786377,0.188707739114761,42.4000015258789,
7,1974,123.699996948242,9.65998077392578,0.18912847340107,42.4000015258789,
7,1975,122.900001525879,9.62960910797119,0.189549222588539,44.5,
7,1976,125.900001525879,9.67142963409424,0.189969971776009,47.9000015258789,
7,1977,127.900001525879,9.69333744049072,0.190390706062317,49.5,
7,1978,130.600006103516,9.73665142059326,0.190811455249786,54.7000007629395,
7,1979,131,9.72930240631104,0.191232189536095,56.5999984741211,
7,1980,134,9.70144462585449,0.191652938723564,59.2999992370605,
7,1981,131.699996948242,9.70494365692139,0.187975734472275,62.5999984741211,
7,1982,131.199996948242,9.70734405517578,0.184298530220985,67.8000030517578,
7,1983,128.600006103516,9.7557315826416,0.180621325969696,78.9000015258789,
7,1984,126.300003051758,9.82548999786377,0.176944121718407,86.8000030517578,21.2999992370605
7,1985,128.800003051758,9.86212730407715,0.173266917467117,90.6999969482422,21.3999996185303
7,1986,129,9.91380882263184,0.169589728116989,100.099998474121,22.1000003814697
7,1987,129.300003051758,9.9307975769043,0.1659125238657,103.900001525879,22.2999992370605
7,1988,124.099998474121,9.95286273956299,0.16223531961441,109.199996948242,21.7000007629395
7,1989,117.099998474121,9.95390892028809,0.158558115363121,122.400001525879,21.5
7,1990,113.800003051758,9.95329761505127,0.154880911111832,132.300003051758,22.2999992370605
7,1991,109.599998474121,9.94186496734619,,138.199996948242,21.2000007629395
7,1992,109.199996948242,9.95856475830078,,159.5,21.6000003814697
7,1993,109.199996948242,9.96787261962891,,167.199996948242,21.7000007629395
7,1994,107.800003051758,9.99823951721191,,147.800003051758,21.3999996185303
7,1995,100.300003051758,10.055438041687,,153.800003051758,21.5
7,1996,102.699996948242,10.0797710418701,,156.100006103516,22
7,1997,100.599998474121,10.0814075469971,,158.899993896484,21.6000003814697
7,1998,100.5,,,168.699996948242,
7,1999,97.0999984741211,,,188,
7,2000,88.4000015258789,,,257.399993896484,
8,1970,102.400001525879,,0.178120613098145,33.7999992370605,
8,1971,108.5,,0.176092445850372,33.5999984741211,
8,1972,126.099998474121,9.65183925628662,0.174064293503761,33.7000007629395,
8,1973,121.800003051758,9.72105121612549,0.172036126255989,36.2999992370605,
8,1974,125.599998474121,9.746262550354,0.170007959008217,38,
8,1975,123.300003051758,9.69220066070557,0.167979806661606,40.2999992370605,
8,1976,125.099998474121,9.73110103607178,0.165951639413834,42.5,
8,1977,125,9.72650718688965,0.163923472166061,45.5999984741211,
8,1978,122.800003051758,9.76893329620361,0.161895304918289,51.5,
8,1979,117.5,9.73733615875244,0.159867152571678,55.4000015258789,
8,1980,115.199996948242,9.71149635314941,0.157838985323906,56.4000015258789,
8,1981,114.099998474121,9.68489837646484,0.15638342499733,59.2000007629395,
8,1982,111.5,9.64525699615479,0.154927849769592,67.5999984741211,
8,1983,111.300003051758,9.69454383850098,0.153472289443016,76.5,
8,1984,103.599998474121,9.70731639862061,0.152016714215279,88.5,23.2000007629395
8,1985,100.699996948242,9.715256690979,0.150561153888702,97.5999984741211,22.2999992370605
8,1986,96.6999969482422,9.73621368408203,0.149105593562126,99.9000015258789,22.5
8,1987,95,9.74072265625,0.147650018334389,107.099998474121,22
8,1988,84.5,9.76600360870361,0.146194458007812,121.900001525879,21.1000003814697
8,1989,78.4000015258789,9.82792663574219,0.144738882780075,133.600006103516,21.6000003814697
8,1990,90.0999984741211,9.83992767333984,0.143283322453499,141.300003051758,22.8999996185303
8,1991,85.4000015258789,9.8350944519043,,144.399993896484,22.2000007629395
8,1992,85.0999984741211,9.85614967346191,,167.199996948242,22.6000003814697
8,1993,86.6999969482422,9.87736320495605,,171.199996948242,21.7999992370605
8,1994,93,9.90307903289795,,150.5,21.3999996185303
8,1995,78.1999969482422,9.91967868804932,,163.5,20.1000003814697
8,1996,73.5999984741211,9.93363380432129,,176.5,20.6000003814697
8,1997,75,9.92195224761963,,184.399993896484,20.1000003814697
8,1998,78.9000015258789,,,187.100006103516,
8,1999,75.0999984741211,,,210.699996948242,
8,2000,66.9000015258789,,,275.899993896484,
9,1970,124.800003051758,,0.166966691613197,41.4000015258789,
9,1971,125.599998474121,,0.168997600674629,41.4000015258789,
9,1972,126.599998474121,9.90816116333008,0.171028509736061,41.9000015258789,
9,1973,124.400001525879,9.96159648895264,0.173059403896332,41,
9,1974,131.899993896484,9.94631481170654,0.175090312957764,41.9000015258789,
9,1975,131.800003051758,9.93418979644775,0.177121222019196,45.2000007629395,
9,1976,134.399993896484,9.96549797058105,0.179152131080627,48.4000015258789,
9,1977,134,9.99694919586182,0.181183040142059,49.4000015258789,
9,1978,136.699996948242,10.0236034393311,0.18321393430233,54.5999984741211,
9,1979,135.300003051758,10.0136747360229,0.185244843363762,56.7999992370605,
9,1980,135.199996948242,9.96217250823975,0.187275752425194,60,
9,1981,133,9.96501731872559,0.183027103543282,63.0999984741211,
9,1982,130.699996948242,9.94497871398926,0.178778469562531,69.5999984741211,
9,1983,127.900001525879,9.95480346679688,0.174529820680618,80.8000030517578,
9,1984,124,10.0031442642212,0.170281186699867,89.5999984741211,24.6000003814697
9,1985,121.599998474121,10.0208187103271,0.166032537817955,96.6999969482422,24.2999992370605
9,1986,118.199996948242,10.0552997589111,0.161783888936043,108.400001525879,24.7000007629395
9,1987,109.5,10.0677547454834,0.157535254955292,116.199996948242,25.1000003814697
9,1988,107.599998474121,10.0879564285278,0.15328660607338,124.099998474121,25
9,1989,104.599998474121,10.1139068603516,0.149037972092628,132.699996948242,24.3999996185303
9,1990,94.0999984741211,10.1167488098145,0.144789323210716,147.300003051758,25.7000007629395
9,1991,96.0999984741211,10.0982389450073,,154,24.3999996185303
9,1992,94.8000030517578,10.1232872009277,,179.800003051758,23.7999992370605
9,1993,94.5999984741211,10.1278343200684,,187.5,23.5
9,1994,85.6999969482422,10.1541919708252,,182.100006103516,23.6000003814697
9,1995,84.3000030517578,10.2003545761108,,185.199996948242,23.2000007629395
9,1996,81.8000030517578,10.2242441177368,,188.699996948242,22.8999996185303
9,1997,79.5999984741211,10.2365856170654,,198.699996948242,22.8999996185303
9,1998,80.3000030517578,,,202.300003051758,
9,1999,72.1999969482422,,,240.5,
9,2000,70,,,312.700012207031,
10,1970,134.600006103516,,0.176515877246857,30.6000003814697,
10,1971,139.300003051758,,0.177971750497818,32.2000007629395,
10,1972,149.199996948242,9.73187255859375,0.17942763864994,32.5,
10,1973,156,9.80688285827637,0.180883526802063,32.9000015258789,
10,1974,159.600006103516,9.76318454742432,0.182339400053024,34.5,
10,1975,162.399993896484,9.74366092681885,0.183795273303986,36.7000007629395,
10,1976,166.600006103516,9.79875469207764,0.185251161456108,38.7000007629395,
10,1977,173,9.83331489562988,0.186707049608231,40.5999984741211,
10,1978,150.899993896484,9.86523246765137,0.188162922859192,50,
10,1979,148.899993896484,9.85148906707764,0.189618796110153,52.5,
10,1980,146.899993896484,9.7957763671875,0.191074684262276,53.7000007629395,
10,1981,148.5,9.7881498336792,0.187078431248665,58.2999992370605,
10,1982,147.699996948242,9.7577543258667,0.183082163333893,65.0999984741211,
10,1983,143,9.77505779266357,0.179085910320282,75.6999969482422,
10,1984,137.800003051758,9.82945728302002,0.175089657306671,85.1999969482422,22
10,1985,135.300003051758,9.8443021774292,0.17109340429306,88.8000030517578,22
10,1986,137.600006103516,9.88223171234131,0.167097136378288,93.5999984741211,22.1000003814697
10,1987,134,9.89704322814941,0.163100883364677,100.099998474121,21.8999996185303
10,1988,134,9.9150447845459,0.159104630351067,109.300003051758,21.8999996185303
10,1989,132.5,9.9365816116333,0.155108362436295,119,21.5
10,1990,128.300003051758,9.93514156341553,0.151112109422684,130.800003051758,22.3999996185303
10,1991,127.199996948242,9.92108249664307,,135.800003051758,21.6000003814697
10,1992,128.199996948242,9.95379734039307,,153.5,20.7000007629395
10,1993,126.800003051758,9.96563339233398,,157.5,20.5
10,1994,128.199996948242,10.0013475418091,,146.600006103516,20.6000003814697
10,1995,135.399993896484,10.0437107086182,,146.300003051758,20.1000003814697
10,1996,135.100006103516,10.060887336731,,147.800003051758,20.2999992370605
10,1997,135.300003051758,10.0521144866943,,156.300003051758,20.2999992370605
10,1998,135.899993896484,,,166.800003051758,
10,1999,133.300003051758,,,190,
10,2000,125.5,,,260.200012207031,
11,1970,108.5,,0.168849557638168,37.7000007629395,
11,1971,108.400001525879,,0.170838996767998,38.5,
11,1972,109.400001525879,9.73026466369629,0.172828450798988,41.9000015258789,
11,1973,110.599998474121,9.85837173461914,0.174817889928818,41.9000015258789,
11,1974,116.099998474121,9.78827667236328,0.176807329058647,43.2000007629395,
11,1975,120.5,9.80028820037842,0.178796768188477,45.4000015258789,
11,1976,124.400001525879,9.80333232879639,0.180786222219467,47.7999992370605,
11,1977,125.5,9.83932018280029,0.182775661349297,49.4000015258789,
11,1978,127.099998474121,9.91418361663818,0.184765100479126,54.5999984741211,
11,1979,124.199996948242,9.88105297088623,0.186754554510117,56.4000015258789,
11,1980,124.599998474121,9.81010246276855,0.188743993639946,58.7999992370605,
11,1981,132.899993896484,9.83868408203125,0.18403522670269,61.4000015258789,
11,1982,116.199996948242,9.7953052520752,0.179326459765434,72.8000030517578,
11,1983,115.599998474121,9.78357219696045,0.17461770772934,84,
11,1984,111.199996948242,9.83158206939697,0.169908940792084,93.3000030517578,23.8999996185303
11,1985,109.400001525879,9.83934497833252,0.165200173854828,99.5,22.8999996185303
11,1986,104.099998474121,9.8702335357666,0.160491406917572,104.800003051758,23.2999992370605
11,1987,101.099998474121,9.88794422149658,0.155782639980316,117.099998474121,23.1000003814697
11,1988,100.199996948242,9.87557125091553,0.151073887944221,124.199996948242,23
11,1989,94.4000015258789,9.91592407226562,0.146365121006966,145.100006103516,22.7000007629395
11,1990,95.4000015258789,9.92780590057373,0.14165635406971,149.600006103516,23.6000003814697
11,1991,97.0999984741211,9.91110897064209,,155.399993896484,23.5
11,1992,95.1999969482422,9.94248104095459,,178.5,23.2999992370605
11,1993,92.5,9.92098331451416,,189.699996948242,23
11,1994,93.4000015258789,9.99686717987061,,171.399993896484,23.2999992370605
11,1995,93,10.0018491744995,,179,22.7000007629395
11,1996,94,10.0490055084229,,183.800003051758,23.1000003814697
11,1997,93.9000015258789,10.0492830276489,,189.300003051758,23.2999992370605
11,1998,94,,,193.800003051758,
11,1999,91.6999969482422,,,213,
11,2000,88.9000015258789,,,286.299987792969,
12,1970,114,,0.180524677038193,34.2000007629395,
12,1971,102.800003051758,,0.181550040841103,38.9000015258789,
12,1972,111,9.76811790466309,0.182575404644012,38.7999992370605,
12,1973,115.199996948242,9.83822917938232,0.183600783348083,39.2999992370605,
12,1974,118.599998474121,9.81089687347412,0.184626147150993,40.2000007629395,
12,1975,123.400001525879,9.800612449646,0.185651510953903,42.7000007629395,
12,1976,127.699996948242,9.83062553405762,0.186676874756813,46.5999984741211,
12,1977,127.900001525879,9.84807682037354,0.187702238559723,48.0999984741211,
12,1978,127.099998474121,9.8756046295166,0.188727617263794,52.5999984741211,
12,1979,126.400001525879,9.9037971496582,0.189752981066704,54.7999992370605,
12,1980,127.099998474121,9.8624439239502,0.190778344869614,58.2999992370605,
12,1981,132,9.87717914581299,0.185729414224625,59.7999992370605,
12,1982,130.899993896484,9.88130378723145,0.180680498480797,65.0999984741211,
12,1983,127.599998474121,9.88556575775146,0.175631582736969,77,
12,1984,121.699996948242,9.91646480560303,0.17058265209198,91,20.7000007629395
12,1985,115.699996948242,9.93594837188721,0.165533721446991,97.5,20.1000003814697
12,1986,109.400001525879,9.96141815185547,0.160484805703163,103,19.8999996185303
12,1987,105.199996948242,9.96282005310059,0.155435889959335,114.5,19.7000007629395
12,1988,103.199996948242,9.96970272064209,0.150386959314346,123.900001525879,19.2999992370605
12,1989,96.5,9.96295261383057,0.145338028669357,136.5,19.3999996185303
12,1990,94.3000030517578,9.98366641998291,0.140289112925529,145.800003051758,19.7000007629395
12,1991,91.8000030517578,9.97641754150391,,152.699996948242,20
12,1992,90,9.99826717376709,,174.199996948242,19.2000007629395
12,1993,89.9000015258789,10.0020694732666,,174.199996948242,19.3999996185303
12,1994,89.0999984741211,10.0265789031982,,159.600006103516,19.5
12,1995,90.0999984741211,10.0449542999268,,165.699996948242,19.1000003814697
12,1996,88.6999969482422,10.0764055252075,,167.699996948242,18.8999996185303
12,1997,89.1999969482422,10.0871410369873,,171.300003051758,19.7000007629395
12,1998,87.5999984741211,,,184.300003051758,
12,1999,83.3000030517578,,,207,
12,2000,79.8000030517578,,,271.200012207031,
13,1970,155.800003051758,,0.181310147047043,28.2999992370605,
13,1971,163.5,,0.182299584150314,30.1000003814697,
13,1972,179.399993896484,9.54748249053955,0.183289036154747,30.6000003814697,
13,1973,201.899993896484,9.59811496734619,0.18427848815918,30.6000003814697,
13,1974,212.399993896484,9.60052490234375,0.185267925262451,31.5,
13,1975,223,9.57932376861572,0.186257362365723,33.2999992370605,
13,1976,230.899993896484,9.62485694885254,0.187246814370155,36,
13,1977,229.399993896484,9.6726655960083,0.188236266374588,36.9000015258789,
13,1978,224.699996948242,9.70374298095703,0.189225703477859,41.4000015258789,
13,1979,214.899993896484,9.70250988006592,0.190215140581131,43.4000015258789,
13,1980,215.300003051758,9.66135883331299,0.191204592585564,46.2999992370605,
13,1981,209.699996948242,9.66557216644287,0.187253460288048,49.4000015258789,
13,1982,210.600006103516,9.65425968170166,0.183302342891693,56.2999992370605,
13,1983,201.100006103516,9.64276504516602,0.179351210594177,66.4000015258789,
13,1984,183.199996948242,9.69955539703369,0.175400078296661,75.4000015258789,18.5
13,1985,182.399993896484,9.70363140106201,0.171448945999146,79.3000030517578,18.8999996185303
13,1986,179.800003051758,9.7299165725708,0.167497828602791,85.4000015258789,19.2000007629395
13,1987,171.199996948242,9.73972511291504,0.163546696305275,90.5,19
13,1988,173.199996948242,9.75857925415039,0.159595564007759,94.4000015258789,19.1000003814697
13,1989,171.600006103516,9.78734111785889,0.155644446611404,103.800003051758,18.2999992370605
13,1990,182.5,9.80460071563721,0.151693314313889,115.599998474121,20.1000003814697
13,1991,170.399993896484,9.80898094177246,,120.5,19.3999996185303
13,1992,167.600006103516,9.84168910980225,,135.800003051758,19
13,1993,167.600006103516,9.8432502746582,,145.399993896484,19.2999992370605
13,1994,170.100006103516,9.86839962005615,,132.800003051758,19.6000003814697
13,1995,175.300003051758,9.90347576141357,,134.800003051758,18.8999996185303
13,1996,179,9.92748737335205,,139.800003051758,19.1000003814697
13,1997,186.800003051758,9.93217849731445,,145.600006103516,19.2999992370605
13,1998,171.300003051758,,,155.699996948242,
13,1999,165.300003051758,,,179.199996948242,
13,2000,156.199996948242,,,243.399993896484,
14,1970,115.900001525879,,0.185185179114342,34.2999992370605,
14,1971,119.800003051758,,0.186780780553818,39.2999992370605,
14,1972,125.300003051758,9.51736450195312,0.188376381993294,40,
14,1973,126.699996948242,9.56411075592041,0.189971998333931,39.9000015258789,
